,mach_id,prod_id,bmc_id,jdlink_rgstn_ts,factory,mdl_yr,last_end_cptr_tm,series_nm,decal_model_nm
5650,7527,8440,3446,2020-04-18 11:57:53.981295,Vermont,2019,2020-04-18 11:57:53.981295,W, X9 1100
5651,7703,2966,9354,2019-03-08 00:18:00.336713,Florida,2016,2019-03-08 00:18:00.336713,W, X9 1100
5652,6875,2416,4867,2020-06-04 02:05:04.085989,Texas,2017,2020-06-04 02:05:04.085989,S,S790
5653,8542,1541,9964,2019-07-23 11:40:25.188926,Minnesota,2016,2019-07-23 11:40:25.188926,W,S790
5654,4851,7416,1425,2019-09-15 01:19:34.756135,Texas,2011,2019-09-15 01:19:34.756135,X,S790
5655,4026,7406,2007,2019-11-10 00:13:00.593407,California,2012,2019-11-10 00:13:00.593407,T, X9 1100
5656,3569,787,6581,2020-06-10 08:26:51.499564,District ,2011,2020-06-10 08:26:51.499564,X, X9 1100
5657,7045,8882,3689,2020-09-24 01:25:09.480417,Wyoming,2016,2020-09-24 01:25:09.480417,X, X9 1100
5658,4849,7850,5231,2020-11-05 10:46:41.062536,West Virginia,2019,2020-11-05 10:46:41.062536,X, X9 1100
5659,9597,3972,3592,2019-10-02 03:35:43.756197,Hawaii,2017,2019-10-02 03:35:43.756197,T,S790
5660,4767,5149,5216,2020-02-17 10:54:38.563388,Kansas,2020,2020-02-17 10:54:38.563388,S,S790
5661,6716,9660,4828,2020-03-03 10:52:24.488174,North Carolina,2012,2020-03-03 10:52:24.488174,W, X9 1100
5662,1122,189,439,2020-07-07 05:46:29.719685,Alaska,2011,2020-07-07 05:46:29.719685,W, X9 1100
5663,4098,4819,8365,2019-02-11 07:09:46.363114,West Virginia,2010,2019-02-11 07:09:46.363114,T, X9 1100
5664,9942,5346,8583,2019-11-22 08:05:14.277002,American Samoa,2017,2019-11-22 08:05:14.277002,S,S790
5665,1513,65,9798,2020-07-01 02:18:21.465027,Wisconsin,2012,2020-07-01 02:18:21.465027,W, X9 1100
5666,8839,1041,7646,2019-04-17 01:41:01.172912,Virgin Islands,2013,2019-04-17 01:41:01.172912,W, X9 1100
5667,7336,2879,4345,2020-08-20 07:29:00.918670,Iowa,2019,2020-08-20 07:29:00.918670,T,S790
5668,7817,1826,9331,2020-04-07 06:39:22.462385,Kansas,2013,2020-04-07 06:39:22.462385,T, X9 1100
5669,5139,6790,5865,2019-02-08 06:54:53.634618,Massachusetts,2012,2019-02-08 06:54:53.634618,S,S790
5670,3339,2786,7434,2020-10-01 07:08:14.812598,New York,2010,2020-10-01 07:08:14.812598,S,S790
5671,5354,2904,919,2019-01-24 03:40:00.440615,Montana,2019,2019-01-24 03:40:00.440615,X,S790
5672,2764,4145,3411,2019-02-07 06:45:55.091816,Montana,2012,2019-02-07 06:45:55.091816,W, X9 1100
5673,2684,2194,6688,2020-11-06 07:44:12.925205,Texas,2017,2020-11-06 07:44:12.925205,T,S790
5674,554,8671,9584,2019-01-22 01:46:19.817074,New York,2020,2019-01-22 01:46:19.817074,X, X9 1100
5675,4493,3907,8611,2019-04-04 04:23:36.091364,Virgin Islands,2014,2019-04-04 04:23:36.091364,S, X9 1100
5676,5789,269,478,2020-06-13 10:09:01.106499,Hawaii,2014,2020-06-13 10:09:01.106499,T, X9 1100
5677,6964,8711,9863,2020-07-04 01:21:05.791838,Oregon,2012,2020-07-04 01:21:05.791838,X, X9 1100
5678,54,2283,6484,2019-02-21 11:47:37.550564,Mississippi,2012,2019-02-21 11:47:37.550564,X, X9 1100
5679,530,9776,8464,2019-09-11 04:25:26.535203,Georgia,2019,2019-09-11 04:25:26.535203,S,S790
5680,4883,3731,4878,2020-05-01 02:10:52.355953,Pennsylvania,2018,2020-05-01 02:10:52.355953,T,S790
5681,279,8215,6648,2019-08-21 09:30:56.754948,Kansas,2018,2019-08-21 09:30:56.754948,W,S790
5682,3893,691,1035,2019-09-23 06:15:04.300766,South Dakota,2012,2019-09-23 06:15:04.300766,W, X9 1100
5683,6066,476,3538,2019-06-07 02:36:35.422436,Tennessee,2011,2019-06-07 02:36:35.422436,T,S790
5684,8375,9738,4438,2019-08-02 00:50:25.944759,Missouri,2018,2019-08-02 00:50:25.944759,W,S790
5685,1440,9887,7389,2019-03-14 06:24:37.124515,Missouri,2019,2019-03-14 06:24:37.124515,X, X9 1100
5686,1824,263,4607,2020-06-13 03:28:51.271631,South Carolina,2012,2020-06-13 03:28:51.271631,T, X9 1100
5687,8446,4971,7041,2019-01-05 06:57:29.835146,of Columbia,2016,2019-01-05 06:57:29.835146,T, X9 1100
5688,4240,792,1924,2020-10-14 10:33:26.564182,Virginia,2012,2020-10-14 10:33:26.564182,W,S790
5689,8282,8220,1511,2019-05-18 06:52:19.012396,Texas,2010,2019-05-18 06:52:19.012396,T, X9 1100
5690,3983,9038,2863,2020-05-11 01:39:22.517277,Florida,2016,2020-05-11 01:39:22.517277,S,S790
5691,548,717,9042,2019-02-14 00:12:26.121801,Missouri,2018,2019-02-14 00:12:26.121801,X,S790
5692,3412,924,5930,2019-10-05 07:52:02.143295,Connecticut,2010,2019-10-05 07:52:02.143295,S, X9 1100
5693,9268,8233,6096,2020-04-09 02:38:22.414047,Florida,2019,2020-04-09 02:38:22.414047,W, X9 1100
5694,1280,1595,2942,2019-09-03 10:16:24.613690,Minnesota,2014,2019-09-03 10:16:24.613690,T,S790
5695,5069,6785,5448,2019-11-24 04:19:11.096511,Puerto Rico,2017,2019-11-24 04:19:11.096511,W, X9 1100
5696,9613,742,5293,2019-05-15 03:47:37.023315,Rhode Island,2018,2019-05-15 03:47:37.023315,T, X9 1100
5697,6448,7184,3593,2020-01-15 06:32:24.740406,Delaware,2017,2020-01-15 06:32:24.740406,W, X9 1100
5698,8025,3178,1901,2019-06-05 06:36:11.985096,District ,2011,2019-06-05 06:36:11.985096,X, X9 1100
5699,5696,4661,4018,2019-01-09 07:45:00.326719,Ohio,2018,2019-01-09 07:45:00.326719,T,S790
5700,8504,7055,9719,2019-06-15 01:15:25.292045,Iowa,2012,2019-06-15 01:15:25.292045,W,S790
5701,2634,875,2150,2019-07-18 02:07:08.172948,South Dakota,2012,2019-07-18 02:07:08.172948,T, X9 1100
5702,3151,6507,1053,2019-05-13 08:56:02.349834,Vermont,2017,2019-05-13 08:56:02.349834,W,S790
5703,9389,9071,3001,2019-10-11 09:21:23.211823,New Mexico,2012,2019-10-11 09:21:23.211823,S,S790
5704,5289,4216,9093,2020-11-16 01:50:06.869271,Arkansas,2020,2020-11-16 01:50:06.869271,T,S790
5705,1715,7133,645,2020-09-12 05:53:36.625537,Nebraska,2015,2020-09-12 05:53:36.625537,X, X9 1100
5706,8957,7181,3436,2020-09-06 08:52:49.025320,Arizona,2019,2020-09-06 08:52:49.025320,X, X9 1100
5707,2156,5796,3021,2020-11-22 09:47:29.405688,Georgia,2014,2020-11-22 09:47:29.405688,T,S790
5708,6543,3164,3821,2020-03-01 00:45:02.885593,Arizona,2010,2020-03-01 00:45:02.885593,W,S790
5709,2647,4533,4766,2020-11-03 03:07:23.529221,South Carolina,2010,2020-11-03 03:07:23.529221,T,S790
5710,630,7231,7544,2019-09-01 09:36:01.774493,of Columbia,2013,2019-09-01 09:36:01.774493,X, X9 1100
5711,6534,1603,1583,2019-10-06 04:51:26.843252,Virginia,2017,2019-10-06 04:51:26.843252,X, X9 1100
5712,3372,2084,3484,2019-04-10 02:08:33.000744,Kansas,2011,2019-04-10 02:08:33.000744,W,S790
5713,9698,8574,2664,2020-04-07 01:25:10.143780,Utah,2016,2020-04-07 01:25:10.143780,W, X9 1100
5714,9335,5765,1144,2019-05-19 06:16:18.381765,Delaware,2020,2019-05-19 06:16:18.381765,X, X9 1100
5715,5839,3509,9853,2020-09-15 01:05:03.143767,New Mexico,2011,2020-09-15 01:05:03.143767,W,S790
5716,3356,778,9765,2019-01-20 03:44:30.819692,Oklahoma,2012,2019-01-20 03:44:30.819692,W, X9 1100
5717,5469,4687,3889,2019-11-09 05:38:54.288128,Arkansas,2014,2019-11-09 05:38:54.288128,S,S790
5718,7385,2475,4243,2020-04-05 02:26:23.336178,Maine,2017,2020-04-05 02:26:23.336178,X, X9 1100
5719,6945,2168,6425,2020-03-23 09:50:58.173914,Louisiana,2018,2020-03-23 09:50:58.173914,S,S790
5720,1991,1008,893,2020-09-13 03:20:09.593329,Iowa,2011,2020-09-13 03:20:09.593329,S, X9 1100
5721,2697,3642,7131,2019-02-22 03:50:09.220788,North Dakota,2019,2019-02-22 03:50:09.220788,X,S790
5722,1249,4830,7063,2019-04-01 03:30:58.861556,North Carolina,2011,2019-04-01 03:30:58.861556,T,S790
5723,7549,6278,8017,2020-06-07 06:11:15.576689,Utah,2015,2020-06-07 06:11:15.576689,W, X9 1100
5724,7148,7462,3771,2020-04-11 05:49:12.246313,Hawaii,2010,2020-04-11 05:49:12.246313,X,S790
5725,7958,840,2123,2019-07-06 00:31:17.929684,Louisiana,2020,2019-07-06 00:31:17.929684,X,S790
5726,6471,2058,1639,2019-10-12 09:55:19.626065,Connecticut,2017,2019-10-12 09:55:19.626065,W, X9 1100
5727,9286,4383,3622,2019-07-21 07:30:52.461881,Iowa,2010,2019-07-21 07:30:52.461881,S, X9 1100
5728,6402,6374,2095,2019-10-05 00:18:33.746012,Alaska,2016,2019-10-05 00:18:33.746012,T, X9 1100
5729,570,8679,4503,2019-04-22 10:00:57.806463,Texas,2014,2019-04-22 10:00:57.806463,W, X9 1100
5730,5962,3634,5723,2019-02-02 02:18:53.048020,Georgia,2012,2019-02-02 02:18:53.048020,W,S790
5731,8230,2173,3536,2019-11-11 06:17:36.175544,Vermont,2017,2019-11-11 06:17:36.175544,W,S790
5732,9847,5084,5185,2019-06-13 11:48:30.243254,South Carolina,2016,2019-06-13 11:48:30.243254,W,S790
5733,8769,8636,2493,2019-09-20 05:05:06.574276,Maryland,2012,2019-09-20 05:05:06.574276,X, X9 1100
5734,296,9499,6015,2019-02-11 06:45:39.943784,Tennessee,2012,2019-02-11 06:45:39.943784,X,S790
5735,7249,4340,7939,2019-02-17 08:03:45.676398,Virgin Islands,2010,2019-02-17 08:03:45.676398,S, X9 1100
5736,2765,281,2282,2019-04-18 07:10:09.404238,New Jersey,2015,2019-04-18 07:10:09.404238,W, X9 1100
5737,7411,4068,1414,2019-09-03 07:56:31.368272,Kansas,2015,2019-09-03 07:56:31.368272,W, X9 1100
5738,9962,8298,6149,2019-05-22 01:24:46.208943,Alaska,2020,2019-05-22 01:24:46.208943,T, X9 1100
5739,8833,9653,5872,2019-02-11 10:54:57.965541,Oregon,2014,2019-02-11 10:54:57.965541,W, X9 1100
5740,645,2804,4029,2020-03-07 02:08:03.892299,Massachusetts,2012,2020-03-07 02:08:03.892299,W, X9 1100
5741,6277,6711,819,2019-02-18 04:31:20.544669,Maine,2016,2019-02-18 04:31:20.544669,W, X9 1100
5742,5099,87,5325,2020-04-24 06:51:30.763315,American Samoa,2017,2020-04-24 06:51:30.763315,S, X9 1100
5743,7434,674,1388,2020-07-09 01:16:57.207805,Montana,2016,2020-07-09 01:16:57.207805,S,S790
5744,7782,2676,6104,2019-08-20 03:00:15.409234,Delaware,2013,2019-08-20 03:00:15.409234,X,S790
5745,5565,2951,7955,2020-10-03 02:10:41.245713,Minnesota,2013,2020-10-03 02:10:41.245713,X,S790
5746,9311,9369,162,2020-03-10 04:29:18.882056,Idaho,2011,2020-03-10 04:29:18.882056,W, X9 1100
5747,5428,2808,4314,2019-08-03 07:58:06.410774,Mississippi,2013,2019-08-03 07:58:06.410774,T, X9 1100
5748,7775,4536,7804,2020-03-16 09:30:41.905359,Oregon,2012,2020-03-16 09:30:41.905359,T, X9 1100
5749,8923,5855,5776,2020-09-13 03:04:04.117560,Alaska,2017,2020-09-13 03:04:04.117560,W, X9 1100
5750,8412,9365,4817,2020-10-17 11:33:00.047523,South Dakota,2014,2020-10-17 11:33:00.047523,T,S790
5751,1407,9264,1338,2020-08-20 08:03:34.276021,Wisconsin,2011,2020-08-20 08:03:34.276021,S,S790
5752,7013,2847,4016,2020-10-01 04:45:03.530500,Texas,2019,2020-10-01 04:45:03.530500,T,S790
5753,1004,7939,9936,2019-01-23 00:30:33.345490,Oklahoma,2014,2019-01-23 00:30:33.345490,X, X9 1100
5754,5144,4882,3228,2019-02-21 07:56:56.119921,Ohio,2020,2019-02-21 07:56:56.119921,T, X9 1100
5755,7410,4744,7673,2019-07-03 11:32:16.630349,Hawaii,2012,2019-07-03 11:32:16.630349,T, X9 1100
5756,6962,8462,1478,2020-08-17 00:16:44.059067,Virgin Islands,2020,2020-08-17 00:16:44.059067,S,S790
5757,7210,6606,5004,2020-07-18 04:29:32.080464,North Carolina,2014,2020-07-18 04:29:32.080464,S, X9 1100
5758,8386,3392,447,2019-09-04 02:19:19.876203,Florida,2019,2019-09-04 02:19:19.876203,W,S790
5759,3458,7289,5571,2019-04-02 03:18:00.264511,Mississippi,2016,2019-04-02 03:18:00.264511,S,S790
5760,3782,2281,7091,2020-04-21 03:37:45.696714,Virgin Islands,2019,2020-04-21 03:37:45.696714,W, X9 1100
5761,9851,8389,4930,2020-07-22 02:31:15.360512,California,2012,2020-07-22 02:31:15.360512,W,S790
5762,1787,5127,1092,2020-05-05 11:42:28.741450,Alabama,2020,2020-05-05 11:42:28.741450,X, X9 1100
5763,3446,8642,9846,2019-09-20 11:55:44.407941,of Columbia,2010,2019-09-20 11:55:44.407941,W,S790
5764,7051,2915,8733,2019-06-21 02:43:01.546461,Oregon,2014,2019-06-21 02:43:01.546461,W, X9 1100
5765,4607,3549,9297,2019-03-18 07:37:39.159621,North Dakota,2011,2019-03-18 07:37:39.159621,S, X9 1100
5766,3690,8916,4081,2020-05-10 10:49:06.802258,Montana,2019,2020-05-10 10:49:06.802258,T,S790
5767,8043,3529,869,2020-05-15 08:49:13.314132,American Samoa,2013,2020-05-15 08:49:13.314132,S, X9 1100
5768,8810,8694,4814,2019-09-16 07:57:41.778064,West Virginia,2014,2019-09-16 07:57:41.778064,X, X9 1100
5769,989,2973,5522,2019-04-24 01:48:17.783282,Arizona,2012,2019-04-24 01:48:17.783282,S,S790
5770,9684,7151,1172,2020-01-08 04:29:00.839489,Arizona,2017,2020-01-08 04:29:00.839489,T, X9 1100
5771,3655,6974,3243,2019-11-24 05:50:52.311614,New Jersey,2017,2019-11-24 05:50:52.311614,X,S790
5772,4750,8198,3228,2019-01-07 07:50:52.531602,South Carolina,2017,2019-01-07 07:50:52.531602,W, X9 1100
5773,8643,8177,5907,2020-06-02 10:33:07.110115,New Mexico,2011,2020-06-02 10:33:07.110115,W,S790
5774,2468,330,8349,2019-09-10 05:09:55.766077,Alabama,2019,2019-09-10 05:09:55.766077,S,S790
5775,7734,6577,4820,2019-11-22 08:02:40.260567,Virgin Islands,2020,2019-11-22 08:02:40.260567,T, X9 1100
5776,9558,8788,633,2019-03-17 04:42:33.924539,Maryland,2010,2019-03-17 04:42:33.924539,S,S790
5777,383,9061,8524,2019-01-22 09:26:35.947391,Arkansas,2015,2019-01-22 09:26:35.947391,S, X9 1100
5778,2435,6741,6447,2019-07-06 09:51:26.151686,New York,2011,2019-07-06 09:51:26.151686,W,S790
5779,3034,29,674,2020-05-07 01:23:08.776106,New Jersey,2014,2020-05-07 01:23:08.776106,X,S790
5780,6202,100,5299,2020-08-09 09:46:22.026782,Hawaii,2010,2020-08-09 09:46:22.026782,S,S790
5781,6417,2871,5206,2019-07-14 05:04:32.767162,Mississippi,2020,2019-07-14 05:04:32.767162,S, X9 1100
5782,9333,7520,1767,2020-08-19 04:23:42.226653,New York,2012,2020-08-19 04:23:42.226653,W, X9 1100
5783,3555,2740,9422,2019-09-17 02:33:34.011791,Mississippi,2020,2019-09-17 02:33:34.011791,S,S790
5784,7587,4529,2313,2020-05-20 05:35:34.963264,South Carolina,2014,2020-05-20 05:35:34.963264,T, X9 1100
5785,9070,6392,4642,2019-10-20 01:55:47.646690,New Hampshire,2017,2019-10-20 01:55:47.646690,W,S790
5786,7965,602,610,2020-01-03 11:49:07.652236,South Carolina,2014,2020-01-03 11:49:07.652236,X,S790
5787,9249,9818,1540,2019-05-15 05:11:37.066230,Delaware,2014,2019-05-15 05:11:37.066230,S,S790
5788,3814,7386,3702,2019-06-06 11:54:13.723924,Arizona,2020,2019-06-06 11:54:13.723924,T,S790
5789,3115,8235,2123,2019-10-04 05:25:18.802711,New York,2010,2019-10-04 05:25:18.802711,S,S790
5790,7115,3568,5705,2019-09-15 10:12:45.600932,Wisconsin,2018,2019-09-15 10:12:45.600932,S,S790
5791,6701,6254,5646,2020-05-19 11:02:43.113636,South Carolina,2015,2020-05-19 11:02:43.113636,S,S790
5792,2547,5809,994,2019-07-20 09:47:50.126514,New Mexico,2011,2019-07-20 09:47:50.126514,S,S790
5793,6401,4921,2795,2020-07-20 06:24:44.733859,South Dakota,2011,2020-07-20 06:24:44.733859,W, X9 1100
5794,5431,2302,877,2019-05-09 11:03:43.378526,Guam,2018,2019-05-09 11:03:43.378526,T, X9 1100
5795,3467,2255,8000,2020-07-11 04:15:45.369042,Oklahoma,2013,2020-07-11 04:15:45.369042,W, X9 1100
5796,5813,9070,9076,2019-06-15 03:10:10.778665,Ohio,2015,2019-06-15 03:10:10.778665,W, X9 1100
5797,2432,9400,1300,2020-08-12 09:09:40.067491,Alabama,2016,2020-08-12 09:09:40.067491,T, X9 1100
5798,6577,7955,3756,2020-03-14 08:15:06.010010,Nebraska,2018,2020-03-14 08:15:06.010010,X,S790
5799,2593,8246,5228,2020-02-21 05:58:24.064178,Pennsylvania,2017,2020-02-21 05:58:24.064178,S, X9 1100
5800,5315,3667,1708,2019-06-19 02:05:16.108768,West Virginia,2011,2019-06-19 02:05:16.108768,S, X9 1100
5801,5871,8237,4991,2020-10-21 02:37:01.192105,of Columbia,2016,2020-10-21 02:37:01.192105,T,S790
5802,2024,9787,5164,2019-09-10 04:01:44.848979,Hawaii,2011,2019-09-10 04:01:44.848979,X,S790
5803,7984,7100,2981,2020-02-20 00:19:21.125976,Georgia,2010,2020-02-20 00:19:21.125976,T, X9 1100
5804,6148,5639,6940,2020-05-06 04:31:13.316667,South Carolina,2019,2020-05-06 04:31:13.316667,W,S790
5805,1644,8481,9979,2020-05-06 05:39:33.301967,Delaware,2014,2020-05-06 05:39:33.301967,W,S790
5806,7228,4118,7498,2020-11-07 08:51:56.854837,Hawaii,2010,2020-11-07 08:51:56.854837,T, X9 1100
5807,3319,885,3712,2019-03-11 08:16:18.760153,Utah,2016,2019-03-11 08:16:18.760153,W,S790
5808,7418,945,4550,2019-02-10 00:53:33.641611,Delaware,2015,2019-02-10 00:53:33.641611,X, X9 1100
5809,9064,1510,1828,2020-07-03 02:28:39.981330,Utah,2017,2020-07-03 02:28:39.981330,W, X9 1100
5810,4893,9712,6276,2020-11-01 04:31:11.961792,Missouri,2011,2020-11-01 04:31:11.961792,W, X9 1100
5811,3733,2965,8919,2019-06-13 07:38:44.904179,New Jersey,2017,2019-06-13 07:38:44.904179,S, X9 1100
5812,3037,633,2760,2020-10-07 04:55:36.407170,Massachusetts,2015,2020-10-07 04:55:36.407170,X, X9 1100
5813,2167,282,716,2019-11-21 02:39:21.634200,Alabama,2010,2019-11-21 02:39:21.634200,W, X9 1100
5814,3659,721,1280,2019-10-17 08:13:17.300088,District ,2015,2019-10-17 08:13:17.300088,S, X9 1100
5815,833,7729,166,2019-02-17 11:16:28.512407,Washington,2017,2019-02-17 11:16:28.512407,S,S790
5816,7468,4025,8662,2020-03-19 07:54:42.362654,Kansas,2013,2020-03-19 07:54:42.362654,S,S790
5817,6006,3796,5374,2020-09-21 11:45:02.884538,Minnesota,2012,2020-09-21 11:45:02.884538,W, X9 1100
5818,693,5864,9689,2019-03-04 08:11:14.940746,Hawaii,2010,2019-03-04 08:11:14.940746,W,S790
5819,6301,1468,9578,2019-08-17 07:35:57.868508,Minnesota,2016,2019-08-17 07:35:57.868508,S,S790
5820,5796,6217,5559,2019-11-17 04:30:25.834109,South Carolina,2016,2019-11-17 04:30:25.834109,X,S790
5821,2490,1741,5324,2020-11-01 06:19:12.217947,Idaho,2015,2020-11-01 06:19:12.217947,T,S790
5822,4798,6307,2896,2019-11-14 05:09:40.404907,Pennsylvania,2011,2019-11-14 05:09:40.404907,S,S790
5823,4091,7731,6011,2020-02-14 02:16:22.412432,District ,2015,2020-02-14 02:16:22.412432,T, X9 1100
5824,8166,7327,7061,2019-03-14 05:10:43.088547,Minnesota,2014,2019-03-14 05:10:43.088547,S,S790
5825,1304,8480,9507,2019-03-22 02:40:08.390353,Mississippi,2018,2019-03-22 02:40:08.390353,X,S790
5826,1733,3911,3031,2020-05-09 06:46:14.050574,Hawaii,2019,2020-05-09 06:46:14.050574,T, X9 1100
5827,6437,9758,6442,2020-05-06 06:16:12.697717,Oklahoma,2010,2020-05-06 06:16:12.697717,X, X9 1100
5828,180,4585,3203,2020-03-15 07:06:35.570580,Arkansas,2013,2020-03-15 07:06:35.570580,W,S790
5829,2426,3880,3826,2020-05-11 11:29:46.167441,Ohio,2018,2020-05-11 11:29:46.167441,T, X9 1100
5830,6553,7410,7806,2019-04-21 04:48:52.054360,Wisconsin,2017,2019-04-21 04:48:52.054360,T, X9 1100
5831,8718,4212,522,2019-10-21 09:32:01.754998,Alaska,2014,2019-10-21 09:32:01.754998,T, X9 1100
5832,4103,7153,3267,2019-07-09 00:16:57.811334,Mississippi,2012,2019-07-09 00:16:57.811334,X,S790
5833,6834,7990,6443,2019-06-03 03:51:15.065019,Indiana,2010,2019-06-03 03:51:15.065019,X,S790
5834,1826,8160,6810,2019-03-17 05:43:34.366190,Nevada,2013,2019-03-17 05:43:34.366190,T, X9 1100
5835,154,72,5161,2019-03-16 06:58:35.255577,Idaho,2014,2019-03-16 06:58:35.255577,S,S790
5836,489,556,1091,2020-11-14 07:27:45.807104,District ,2019,2020-11-14 07:27:45.807104,W, X9 1100
5837,2247,6574,7460,2020-11-24 09:18:38.940823,Ohio,2020,2020-11-24 09:18:38.940823,S,S790
5838,7572,6859,6659,2020-07-21 05:42:14.420307,North Dakota,2010,2020-07-21 05:42:14.420307,W, X9 1100
5839,6170,9220,2131,2019-07-04 02:02:52.072481,Nebraska,2016,2019-07-04 02:02:52.072481,T,S790
5840,4980,8793,9684,2020-08-01 05:18:19.778670,New Mexico,2020,2020-08-01 05:18:19.778670,T,S790
5841,1187,9168,112,2019-09-07 06:56:40.066516,Idaho,2011,2019-09-07 06:56:40.066516,S, X9 1100
5842,4844,840,1272,2019-05-15 03:45:18.672205,Pennsylvania,2013,2019-05-15 03:45:18.672205,X, X9 1100
5843,250,6755,4895,2020-07-09 06:56:14.558168,of Columbia,2011,2020-07-09 06:56:14.558168,S, X9 1100
5844,6622,6151,8072,2020-08-13 08:17:49.195561,Idaho,2019,2020-08-13 08:17:49.195561,W,S790
5845,7564,7905,405,2020-10-23 02:38:51.111307,Arkansas,2013,2020-10-23 02:38:51.111307,W,S790
5846,6447,3883,2853,2019-03-08 09:21:11.622165,New Mexico,2017,2019-03-08 09:21:11.622165,X,S790
5847,3345,1964,7998,2019-01-02 02:24:37.093270,Louisiana,2015,2019-01-02 02:24:37.093270,S,S790
5848,6757,7387,1774,2019-05-17 09:27:56.454319,Hawaii,2017,2019-05-17 09:27:56.454319,S,S790
5849,4431,9446,4942,2019-03-01 07:33:30.602486,Rhode Island,2018,2019-03-01 07:33:30.602486,X,S790
5850,3753,7112,9623,2020-01-17 10:16:02.745089,Maryland,2010,2020-01-17 10:16:02.745089,X,S790
5851,4940,906,4202,2020-07-21 03:16:53.998028,Virginia,2016,2020-07-21 03:16:53.998028,X, X9 1100
5852,4012,9179,7544,2020-11-17 07:12:39.998589,New York,2014,2020-11-17 07:12:39.998589,X,S790
5853,3482,4408,6384,2020-03-11 11:43:36.960128,of Columbia,2010,2020-03-11 11:43:36.960128,X,S790
5854,8431,3186,6599,2020-03-02 00:12:37.944713,Minnesota,2018,2020-03-02 00:12:37.944713,W, X9 1100
5855,3636,9248,1200,2019-05-16 10:06:11.356186,California,2012,2019-05-16 10:06:11.356186,X, X9 1100
5856,4476,7455,2906,2020-07-21 11:22:30.911125,Maine,2020,2020-07-21 11:22:30.911125,X, X9 1100
5857,2612,9834,8731,2019-07-05 05:29:10.059220,Arizona,2017,2019-07-05 05:29:10.059220,W, X9 1100
5858,4984,9553,1826,2019-03-20 09:02:02.972595,Iowa,2010,2019-03-20 09:02:02.972595,X, X9 1100
5859,1439,509,663,2020-09-01 01:17:12.026008,Utah,2018,2020-09-01 01:17:12.026008,X,S790
5860,4322,1995,8714,2019-02-01 06:32:28.273043,District ,2011,2019-02-01 06:32:28.273043,X, X9 1100
5861,4398,4027,8190,2020-11-17 05:13:15.346960,Utah,2016,2020-11-17 05:13:15.346960,W, X9 1100
5862,3107,572,7633,2019-06-24 02:27:56.530826,Missouri,2011,2019-06-24 02:27:56.530826,X, X9 1100
5863,7987,8876,2211,2019-01-08 03:37:47.240965,North Dakota,2019,2019-01-08 03:37:47.240965,S, X9 1100
5864,4162,255,4566,2020-05-23 04:14:42.064923,Maine,2016,2020-05-23 04:14:42.064923,W,S790
5865,4325,5734,4895,2020-07-19 01:37:30.524516,Oregon,2018,2020-07-19 01:37:30.524516,S, X9 1100
5866,9252,4909,8947,2019-10-24 02:13:33.818077,Indiana,2017,2019-10-24 02:13:33.818077,T, X9 1100
5867,3363,1063,8743,2019-08-08 07:47:32.440638,Montana,2016,2019-08-08 07:47:32.440638,S,S790
5868,6312,7734,6326,2020-09-08 10:24:11.527021,Wyoming,2017,2020-09-08 10:24:11.527021,X,S790
5869,8224,2894,1207,2019-02-09 07:00:21.924496,Idaho,2010,2019-02-09 07:00:21.924496,T,S790
5870,8142,2784,5452,2019-04-06 03:02:21.084778,Connecticut,2014,2019-04-06 03:02:21.084778,S, X9 1100
5871,4448,701,5080,2020-02-20 09:19:33.495336,of Columbia,2019,2020-02-20 09:19:33.495336,T,S790
5872,7911,7482,7699,2020-09-11 04:54:32.629294,West Virginia,2016,2020-09-11 04:54:32.629294,S, X9 1100
5873,4614,2386,5479,2020-01-24 10:19:55.943280,Virgin Islands,2013,2020-01-24 10:19:55.943280,W,S790
5874,5224,6580,8586,2019-01-04 06:03:36.355974,South Dakota,2020,2019-01-04 06:03:36.355974,X, X9 1100
5875,6624,981,245,2019-01-10 03:04:56.491927,Nevada,2012,2019-01-10 03:04:56.491927,T,S790
5876,8429,4361,9504,2019-09-13 11:54:30.256987,Hawaii,2016,2019-09-13 11:54:30.256987,T,S790
5877,451,3078,2166,2019-03-13 00:28:18.691506,New Hampshire,2011,2019-03-13 00:28:18.691506,T,S790
5878,3466,878,3711,2019-10-24 04:13:56.254496,Alaska,2020,2019-10-24 04:13:56.254496,S,S790
5879,695,2555,116,2020-03-11 06:50:00.525239,Tennessee,2020,2020-03-11 06:50:00.525239,T, X9 1100
5880,3462,2917,92,2019-07-09 08:29:19.313497,New Jersey,2013,2019-07-09 08:29:19.313497,T, X9 1100
5881,3112,7907,7192,2020-01-22 00:26:34.815261,South Dakota,2016,2020-01-22 00:26:34.815261,T,S790
5882,2986,7478,4298,2020-10-07 02:34:35.317248,Nebraska,2010,2020-10-07 02:34:35.317248,T,S790
5883,2855,260,8362,2020-04-01 03:57:29.240380,Georgia,2018,2020-04-01 03:57:29.240380,T, X9 1100
5884,5882,9204,4360,2019-06-03 10:28:49.303017,of Columbia,2017,2019-06-03 10:28:49.303017,X,S790
5885,8255,4480,140,2019-10-19 08:54:50.368320,Washington,2019,2019-10-19 08:54:50.368320,S, X9 1100
5886,1736,7951,4804,2019-10-24 01:07:23.106045,Delaware,2010,2019-10-24 01:07:23.106045,S,S790
